Geografi;År;Kjønn;Alder;Utdanningsnivå;andel (prosent);FLAGG
Larvik;2022;menn;75 år +;grunnskole;22.5011410314925;
Larvik;2022;kvinner;25 år +;grunnskole;21.0109074553019;
Larvik;2022;kvinner;25-29 år;grunnskole;21.8487394957983;
Larvik;2022;kvinner;30-39 år;grunnskole;19.8169658570926;
Larvik;2022;kvinner;40-44 år;grunnskole;16.3901791639018;
Larvik;2022;kvinner;45-74 år;grunnskole;19.9128811449907;
Larvik;2022;kvinner;75 år +;grunnskole;28.3669724770642;
Larvik;2023;kjønn samlet;25 år +;grunnskole;21.8318166498146;
Larvik;2023;kjønn samlet;25-29 år;grunnskole;24.8964374482187;
Larvik;2023;kjønn samlet;30-39 år;grunnskole;24.2544388898466;
Larvik;2023;kjønn samlet;40-44 år;grunnskole;21.0970464135021;
Larvik;2023;kjønn samlet;45-74 år;grunnskole;20.0281793038668;
Larvik;2023;kjønn samlet;75 år +;grunnskole;24.8202137998056;
Larvik;2023;menn;25 år +;grunnskole;23.0051223676722;
Larvik;2023;menn;25-29 år;grunnskole;28.7037037037037;
Larvik;2023;menn;30-39 år;grunnskole;28.8911495422177;
Larvik;2023;menn;40-44 år;grunnskole;24.49773169151;
Larvik;2023;menn;45-74 år;grunnskole;20.4451946407849;
Larvik;2023;menn;75 år +;grunnskole;21.7976552323057;
Larvik;2023;kvinner;25 år +;grunnskole;20.6886991238771;
Larvik;2023;kvinner;25-29 år;grunnskole;20.4830053667263;
Larvik;2023;kvinner;30-39 år;grunnskole;19.4600280504909;
Larvik;2023;kvinner;40-44 år;grunnskole;17.6853055916775;
Larvik;2023;kvinner;45-74 år;grunnskole;19.6199917389508;
Larvik;2023;kvinner;75 år +;grunnskole;27.2695285010556;
Larvik;2024;kjønn samlet;25 år +;grunnskole;21.5335694959694;
Larvik;2024;kjønn samlet;25-29 år;grunnskole;24.2360820426957;
Larvik;2024;kjønn samlet;30-39 år;grunnskole;23.8275210444941;
Larvik;2024;kjønn samlet;40-44 år;grunnskole;20.7356770833333;
Larvik;2024;kjønn samlet;45-74 år;grunnskole;20.0708075180924;
Larvik;2024;kjønn samlet;75 år +;grunnskole;23.5359940320776;
Larvik;2024;menn;25 år +;grunnskole;22.8012661089758;
Larvik;2024;menn;25-29 år;grunnskole;27.6429130775255;
Larvik;2024;menn;30-39 år;grunnskole;28.7141905396402;
Larvik;2024;menn;40-44 år;grunnskole;23.4098360655738;
Larvik;2024;menn;45-74 år;grunnskole;20.7405844498365;
Larvik;2024;menn;75 år +;grunnskole;20.5894562058946;
Larvik;2024;kvinner;25 år +;grunnskole;20.2984745856049;
Larvik;2024;kvinner;25-29 år;grunnskole;20.3237410071942;
Larvik;2024;kvinner;30-39 år;grunnskole;18.6236253990777;
Larvik;2024;kvinner;40-44 år;grunnskole;18.0995475113122;
Larvik;2024;kvinner;45-74 år;grunnskole;19.4181743421053;
Larvik;2024;kvinner;75 år +;grunnskole;25.9397223162885;
Færder;2012;kjønn samlet;25 år +;grunnskole;18.0524728245404;
Færder;2012;kjønn samlet;25-29 år;grunnskole;24.1007194244604;
Færder;2012;kjønn samlet;30-39 år;grunnskole;16.9934640522876;
Færder;2012;kjønn samlet;40-44 år;grunnskole;15.6936261381896;
Færder;2012;kjønn samlet;45-74 år;grunnskole;16.0262228946041;
Færder;2012;kjønn samlet;75 år +;grunnskole;27.9383429672447;
Færder;2012;menn;25 år +;grunnskole;17.0491023659494;
Færder;2012;menn;25-29 år;grunnskole;27.8947368421053;
Færder;2012;menn;30-39 år;grunnskole;19.1304347826087;
Færder;2012;menn;40-44 år;grunnskole;18.2638105975197;
Færder;2012;menn;45-74 år;grunnskole;14.4912641315519;
Færder;2012;menn;75 år +;grunnskole;20.1456310679612;
Færder;2012;kvinner;25 år +;grunnskole;18.9737991266376;
Færder;2012;kvinner;25-29 år;grunnskole;20.1107011070111;
Færder;2012;kvinner;30-39 år;grunnskole;14.9700598802395;
Færder;2012;kvinner;40-44 år;grunnskole;13.3673469387755;
Færder;2012;kvinner;45-74 år;grunnskole;17.5049504950495;
Færder;2012;kvinner;75 år +;grunnskole;33.0670926517572;
Færder;2013;kjønn samlet;25 år +;grunnskole;17.8505354039356;
Færder;2013;kjønn samlet;25-29 år;grunnskole;25.8833922261484;
Færder;2013;kjønn samlet;30-39 år;grunnskole;17.2703011818528;
Færder;2013;kjønn samlet;40-44 år;grunnskole;14.3884892086331;
Færder;2013;kjønn samlet;45-74 år;grunnskole;15.9283323488876;
Færder;2013;kjønn samlet;75 år +;grunnskole;26.452527161077;
Færder;2013;menn;25 år +;grunnskole;17.0677309543374;
Færder;2013;menn;25-29 år;grunnskole;28.9520426287744;
Færder;2013;menn;30-39 år;grunnskole;20.488573680063;
Færder;2013;menn;40-44 år;grunnskole;16.0651920838184;
Færder;2013;menn;45-74 år;grunnskole;14.7679324894515;
Færder;2013;menn;75 år +;grunnskole;18.566392479436;
Færder;2013;kvinner;25 år +;grunnskole;18.5662159261644;
Færder;2013;kvinner;25-29 år;grunnskole;22.8471001757469;
Færder;2013;kvinner;30-39 år;grunnskole;14.2540620384047;
Færder;2013;kvinner;40-44 år;grunnskole;12.8691983122363;
Færder;2013;kvinner;45-74 år;grunnskole;17.0430418838062;
Færder;2013;kvinner;75 år +;grunnskole;31.7535545023697;
Færder;2014;kjønn samlet;25 år +;grunnskole;17.4636061283463;
Færder;2014;kjønn samlet;25-29 år;grunnskole;25.3993610223642;
Færder;2014;kjønn samlet;30-39 år;grunnskole;18.0500181225082;
Færder;2014;kjønn samlet;40-44 år;grunnskole;13.141567963903;
Færder;2014;kjønn samlet;45-74 år;grunnskole;15.6791073489804;
Færder;2014;kjønn samlet;75 år +;grunnskole;24.2480333179084;
Færder;2014;menn;25 år +;grunnskole;16.8245634060039;
Færder;2014;menn;25-29 år;grunnskole;29.0268456375839;
Færder;2014;menn;30-39 år;grunnskole;20.4477611940299;
Færder;2014;menn;40-44 år;grunnskole;14.2857142857143;
Færder;2014;menn;45-74 år;grunnskole;14.6269245953415;
Færder;2014;menn;75 år +;grunnskole;18.1818181818182;
Færder;2014;kvinner;25 år +;grunnskole;18.0480167014614;
Færder;2014;kvinner;25-29 år;grunnskole;22.1036585365854;
Færder;2014;kvinner;30-39 år;grunnskole;15.7857646229739;
Færder;2014;kvinner;40-44 år;grunnskole;12.0441988950276;
Færder;2014;kvinner;45-74 år;grunnskole;16.6791744840525;
Færder;2014;kvinner;75 år +;grunnskole;28.503937007874;
Færder;2015;kjønn samlet;25 år +;grunnskole;17.4562112638103;
Færder;2015;kjønn samlet;25-29 år;grunnskole;26.3523956723339;
Færder;2015;kjønn samlet;30-39 år;grunnskole;18.6619718309859;
Færder;2015;kjønn samlet;40-44 år;grunnskole;13.2821723730815;
Færder;2015;kjønn samlet;45-74 år;grunnskole;15.3347937898848;
Færder;2015;kjønn samlet;75 år +;grunnskole;23.9228007181329;
Færder;2015;menn;25 år +;grunnskole;17.1692169216922;
Færder;2015;menn;25-29 år;grunnskole;30.2066772655008;
Færder;2015;menn;30-39 år;grunnskole;21.8066337332392;
Færder;2015;menn;40-44 år;grunnskole;14.1625615763547;
Færder;2015;menn;45-74 år;grunnskole;14.7081864473169;
Færder;2015;menn;75 år +;grunnskole;17.4242424242424;
Færder;2015;kvinner;25 år +;grunnskole;17.7200786179787;
Færder;2015;kvinner;25-29 år;grunnskole;22.7067669172932;
Færder;2015;kvinner;30-39 år;grunnskole;15.5305692199578;
Færder;2015;kvinner;40-44 år;grunnskole;12.4716553287982;
Færder;2015;kvinner;45-74 år;grunnskole;15.9280548859633;
Færder;2015;kvinner;75 år +;grunnskole;28.5276073619632;
Færder;2016;kjønn samlet;25 år +;grunnskole;17.4321726126896;
Færder;2016;kjønn samlet;25-29 år;grunnskole;26.7964071856287;
Færder;2016;kjønn samlet;30-39 år;grunnskole;19.3906810035842;
Færder;2016;kjønn samlet;40-44 år;grunnskole;12.4246079613993;
Færder;2016;kjønn samlet;45-74 år;grunnskole;15.4170571696345;
Færder;2016;kjønn samlet;75 år +;grunnskole;22.6431718061674;
Færder;2016;menn;25 år +;grunnskole;17.3254648702817;
Færder;2016;menn;25-29 år;grunnskole;30.7922272047833;
Færder;2016;menn;30-39 år;grunnskole;22.5270758122744;
Færder;2016;menn;40-44 år;grunnskole;13.5068153655514;
Færder;2016;menn;45-74 år;grunnskole;14.980694980695;
Færder;2016;menn;75 år +;grunnskole;16.2765957446809;
Færder;2016;kvinner;25 år +;grunnskole;17.5305347428923;
Færder;2016;kvinner;25-29 år;grunnskole;22.7886056971514;
Færder;2016;kvinner;30-39 år;grunnskole;16.2989323843416;
Færder;2016;kvinner;40-44 år;grunnskole;11.3983548766157;
Færder;2016;kvinner;45-74 år;grunnskole;15.8287795992714;
Færder;2016;kvinner;75 år +;grunnskole;27.1428571428571;
Færder;2017;kjønn samlet;25 år +;grunnskole;17.3795515980283;
Færder;2017;kjønn samlet;25-29 år;grunnskole;27.736131934033;
Færder;2017;kjønn samlet;30-39 år;grunnskole;19.971721456345;
Færder;2017;kjønn samlet;40-44 år;grunnskole;13.2672039677619;
Færder;2017;kjønn samlet;45-74 år;grunnskole;15.0366181514786;
Færder;2017;kjønn samlet;75 år +;grunnskole;22.0486111111111;
Færder;2017;menn;25 år +;grunnskole;17.3539140022051;
Færder;2017;menn;25-29 år;grunnskole;31.4327485380117;
Færder;2017;menn;30-39 år;grunnskole;23.0824372759857;
Færder;2017;menn;40-44 år;grunnskole;13.7055837563452;
Færder;2017;menn;45-74 år;grunnskole;14.6397255051468;
Færder;2017;menn;75 år +;grunnskole;16.8234064785789;
Færder;2017;kvinner;25 år +;grunnskole;17.4032867204246;
Færder;2017;kvinner;25-29 år;grunnskole;23.8461538461538;
Færder;2017;kvinner;30-39 år;grunnskole;16.9456066945607;
Færder;2017;kvinner;40-44 år;grunnskole;12.8484848484848;
Færder;2017;kvinner;45-74 år;grunnskole;15.4123804367443;
Færder;2017;kvinner;75 år +;grunnskole;25.7609502598367;
Færder;2018;kjønn samlet;25 år +;grunnskole;17.0675105485232;
Færder;2018;kjønn samlet;25-29 år;grunnskole;27.7950310559006;
Færder;2018;kjønn samlet;30-39 år;grunnskole;19.9091861683549;
Færder;2018;kjønn samlet;40-44 år;grunnskole;13.4495641344956;
Færder;2018;kjønn samlet;45-74 år;grunnskole;14.8631150573437;
Færder;2018;kjønn samlet;75 år +;grunnskole;20.284399832706;
Færder;2018;menn;25 år +;grunnskole;17.2905917224723;
Færder;2018;menn;25-29 år;grunnskole;34.1945288753799;
Færder;2018;menn;30-39 år;grunnskole;23.3238231098431;
Færder;2018;menn;40-44 år;grunnskole;14.4316730523627;
Færder;2018;menn;45-74 år;grunnskole;14.5468392993145;
Færder;2018;menn;75 år +;grunnskole;14.3984220907298;
Færder;2018;kvinner;25 år +;grunnskole;16.8612323621967;
Færder;2018;kvinner;25-29 år;grunnskole;21.1111111111111;
Færder;2018;kvinner;30-39 år;grunnskole;16.6324435318275;
Færder;2018;kvinner;40-44 år;grunnskole;12.5151883353584;
Færder;2018;kvinner;45-74 år;grunnskole;15.1618705035971;
Færder;2018;kvinner;75 år +;grunnskole;24.6187363834423;
Færder;2019;kjønn samlet;25 år +;grunnskole;16.9838099243061;
Færder;2019;kjønn samlet;25-29 år;grunnskole;28.1990521327014;
Færder;2019;kjønn samlet;30-39 år;grunnskole;20.2731092436975;
Færder;2019;kjønn samlet;40-44 år;grunnskole;15.0092649783817;
Færder;2019;kjønn samlet;45-74 år;grunnskole;14.6871245031888;
Færder;2019;kjønn samlet;75 år +;grunnskole;18.7905844155844;
Færder;2019;menn;25 år +;grunnskole;17.1869865264542;
Færder;2019;menn;25-29 år;grunnskole;32.8149300155521;
Færder;2019;menn;30-39 år;grunnskole;23.9209948792977;
Færder;2019;menn;40-44 år;grunnskole;15.8948685857322;
Færder;2019;menn;45-74 år;grunnskole;14.3508838623836;
Færder;2019;menn;75 år +;grunnskole;14.0698772426818;
Færder;2019;kvinner;25 år +;grunnskole;16.7963617988883;
Færder;2019;kvinner;25-29 år;grunnskole;23.4349919743178;
Færder;2019;kvinner;30-39 år;grunnskole;16.9241101410343;
Færder;2019;kvinner;40-44 år;grunnskole;14.1463414634146;
Færder;2019;kvinner;45-74 år;grunnskole;15.005397625045;
Færder;2019;kvinner;75 år +;grunnskole;22.3487544483986;
Færder;2020;kjønn samlet;25 år +;grunnskole;16.7140567647211;
Færder;2020;kjønn samlet;25-29 år;grunnskole;27.8635255889521;
Færder;2020;kjønn samlet;30-39 år;grunnskole;20.0471698113208;
Færder;2020;kjønn samlet;40-44 år;grunnskole;15.9367396593674;
Færder;2020;kjønn samlet;45-74 år;grunnskole;14.5171624713959;
Færder;2020;kjønn samlet;75 år +;grunnskole;17.3592233009709;
Færder;2020;menn;25 år +;grunnskole;17.0123589468028;
Færder;2020;menn;25-29 år;grunnskole;33.0112721417069;
Færder;2020;menn;30-39 år;grunnskole;24.0140845070423;
Færder;2020;menn;40-44 år;grunnskole;17.4016686531585;
Færder;2020;menn;45-74 år;grunnskole;14.1429379596455;
Færder;2020;menn;75 år +;grunnskole;12.5668449197861;
Færder;2020;kvinner;25 år +;grunnskole;16.4375373580395;
Færder;2020;kvinner;25-29 år;grunnskole;22.6229508196721;
Færder;2020;kvinner;30-39 år;grunnskole;16.4082687338501;
Færder;2020;kvinner;40-44 år;grunnskole;14.4099378881988;
Færder;2020;kvinner;45-74 år;grunnskole;14.8701529704731;
Færder;2020;kvinner;75 år +;grunnskole;21.0598761183758;
Færder;2021;kjønn samlet;25 år +;grunnskole;16.5067374438546;
Færder;2021;kjønn samlet;25-29 år;grunnskole;27.0363951473137;
Færder;2021;kjønn samlet;30-39 år;grunnskole;19.4399218495604;
Færder;2021;kjønn samlet;40-44 år;grunnskole;17.5077881619938;
Færder;2021;kjønn samlet;45-74 år;grunnskole;14.4286754002911;
Færder;2021;kjønn samlet;75 år +;grunnskole;16.5342960288809;
Færder;2021;menn;25 år +;grunnskole;16.9461140989138;
Færder;2021;menn;25-29 år;grunnskole;32.78955954323;
Færder;2021;menn;30-39 år;grunnskole;22.8552278820375;
Færder;2021;menn;40-44 år;grunnskole;19.3069306930693;
Færder;2021;menn;45-74 år;grunnskole;14.2563911177458;
Færder;2021;menn;75 år +;grunnskole;11.9735755573906;
Færder;2021;kvinner;25 år +;grunnskole;16.0945691957661;
Færder;2021;kvinner;25-29 år;grunnskole;20.5175600739372;
Færder;2021;kvinner;30-39 år;grunnskole;16.2127929069031;
Færder;2021;kvinner;40-44 år;grunnskole;15.6838143036386;
Færder;2021;kvinner;45-74 år;grunnskole;14.5925794425706;
Færder;2021;kvinner;75 år +;grunnskole;20.0769724182168;
Færder;2022;kjønn samlet;25 år +;grunnskole;16.1506446046087;
Færder;2022;kjønn samlet;25-29 år;grunnskole;24.955595026643;
Færder;2022;kjønn samlet;30-39 år;grunnskole;19.1448007774538;
Færder;2022;kjønn samlet;40-44 år;grunnskole;17.654398003743;
Færder;2022;kjønn samlet;45-74 år;grunnskole;14.3907086471282;
Færder;2022;kjønn samlet;75 år +;grunnskole;15.3926701570681;
Færder;2022;menn;25 år +;grunnskole;16.8101637967241;
Færder;2022;menn;25-29 år;grunnskole;30.4498269896194;
Færder;2022;menn;30-39 år;grunnskole;22.6973684210526;
Færder;2022;menn;40-44 år;grunnskole;20.9450830140485;
Færder;2022;menn;45-74 år;grunnskole;14.4002984517814;
Færder;2022;menn;75 år +;grunnskole;11.2324492979719;
Færder;2022;kvinner;25 år +;grunnskole;15.5335036352918;
Færder;2022;kvinner;25-29 år;grunnskole;19.1605839416058;
Færder;2022;kvinner;30-39 år;grunnskole;15.698787492023;
Færder;2022;kvinner;40-44 år;grunnskole;14.5121951219512;
Færder;2022;kvinner;45-74 år;grunnskole;14.3816254416961;
Færder;2022;kvinner;75 år +;grunnskole;18.7618445988629;
Færder;2023;kjønn samlet;25 år +;grunnskole;15.968875502008;
Færder;2023;kjønn samlet;25-29 år;grunnskole;24.0339302544769;
Færder;2023;kjønn samlet;30-39 år;grunnskole;19.4558683960772;
Færder;2023;kjønn samlet;40-44 år;grunnskole;18.2317073170732;
Færder;2023;kjønn samlet;45-74 år;grunnskole;14.2122360584732;
Færder;2023;kjønn samlet;75 år +;grunnskole;14.6841397849462;
Færder;2023;menn;25 år +;grunnskole;16.7427859663691;
Færder;2023;menn;25-29 år;grunnskole;29.2114695340502;
Færder;2023;menn;30-39 år;grunnskole;22.8607918263091;
Færder;2023;menn;40-44 år;grunnskole;22.4009900990099;
Færder;2023;menn;45-74 år;grunnskole;14.3523702874207;
Færder;2023;menn;75 år +;grunnskole;10.5654761904762;
Færder;2023;kvinner;25 år +;grunnskole;15.2440209994167;
Færder;2023;kvinner;25-29 år;grunnskole;18.2902584493042;
Færder;2023;kvinner;30-39 år;grunnskole;16.1128526645768;
Færder;2023;kvinner;40-44 år;grunnskole;14.1826923076923;
Færder;2023;kvinner;45-74 år;grunnskole;14.0810621942697;
Færder;2023;kvinner;75 år +;grunnskole;18.0759803921569;
Færder;2024;kjønn samlet;25 år +;grunnskole;15.6189241736876;
Færder;2024;kjønn samlet;25-29 år;grunnskole;22.6248775710088;
Færder;2024;kjønn samlet;30-39 år;grunnskole;19.193497968115;
Færder;2024;kjønn samlet;40-44 år;grunnskole;17.1377029464823;
Færder;2024;kjønn samlet;45-74 år;grunnskole;14.2084872511037;
Færder;2024;kjønn samlet;75 år +;grunnskole;13.8446538836529;
Færder;2024;menn;25 år +;grunnskole;16.6115360760802;
Færder;2024;menn;25-29 år;grunnskole;27.8409090909091;
Færder;2024;menn;30-39 år;grunnskole;23.2086239695625;
Færder;2024;menn;40-44 år;grunnskole;22.1948212083847;
Færder;2024;menn;45-74 år;grunnskole;14.5119225037258;
Færder;2024;menn;75 år +;grunnskole;9.71223021582734;
Færder;2024;kvinner;25 år +;grunnskole;14.694270582571;
Færder;2024;kvinner;25-29 år;grunnskole;17.0385395537525;
Færder;2024;kvinner;30-39 år;grunnskole;15.2897657213317;
Færder;2024;kvinner;40-44 år;grunnskole;12.3239436619718;
Færder;2024;kvinner;45-74 år;grunnskole;13.9242715058454;
Færder;2024;kvinner;75 år +;grunnskole;17.2495554238293;
